Unnamed: 0,Car Title,Car Model,Car Transmission,Car km,Car Owner,Car Fuel type,Car Registration,Car price per month,Car Price,Car Location,location
468,2018 Honda City,1.5L I-VTEC VX,Manual,"35,288 km",2nd Owner,Petrol,KA-53,"16,807/month","8,83,000","Horamavu Agara Road, Bengaluru",Bangalore
469,2020 Renault Kwid,RXT 1.0 AMT (O),Automatic,"8,733 km",1st Owner,Petrol,KA-01,"11,163/month","5,71,000","Bellahalli, Bengaluru",Bangalore
470,2016 Hyundai Creta,SX PLUS 1.6 PETROL,Manual,"51,580 km",2nd Owner,Petrol,KA-53,"17,816/month","9,36,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
471,2011 Maruti Alto K10,VXI,Manual,"68,730 km",2nd Owner,Petrol,KA-53,"4,497/month","2,30,000","Bellahalli, Bengaluru",Bangalore
472,2020 Hyundai Verna,SX (O)1.0 TURBO DCT,Automatic,"47,456 km",1st Owner,Petrol,KA-01,"25,239/month","13,26,000","Bellahalli, Bengaluru",Bangalore
473,2015 Hyundai Elite i20,ASTA 1.4 CRDI (O),Manual,"1,28,975 km",1st Owner,Diesel,KA-51,"11,359/month","5,81,000","Bellahalli, Bengaluru",Bangalore
474,2020 Ford Ecosport,TITANIUM + 1.5L PETROL AT,Automatic,"31,724 km",1st Owner,Petrol,KA-04,"18,406/month","9,67,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
475,2022 Toyota URBAN CRUISER,PREMIUM GRADE AT,Automatic,"40,860 km",1st Owner,Petrol,KA-63,"22,327/month","11,73,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
476,2018 Maruti Dzire,VXI AMT,Automatic,"45,215 km",2nd Owner,Petrol,KA-04,"11,769/month","6,02,000","Bellahalli, Bengaluru",Bangalore
477,2019 Renault Kwid,RXT 1.0 (O),Manual,"21,997 km",1st Owner,Petrol,KA-03,"8,876/month","4,54,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
478,2018 Honda Jazz,1.2L I-VTEC VX CVT,Automatic,"71,165 km",2nd Owner,Petrol,KA-04,"12,199/month","6,24,000","Horamavu Agara Road, Bengaluru",Bangalore
479,2020 Renault Kwid,RXT 1.0 AMT (O),Automatic,"24,521 km",1st Owner,Petrol,KA-08,"10,420/month","5,33,000","Horamavu Agara Road, Bengaluru",Bangalore
480,2019 Maruti IGNIS,ALPHA 1.2 AMT,Automatic,"11,483 km",2nd Owner,Petrol,KA-05,"12,844/month","6,57,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
481,2016 Maruti Ciaz,ZDI+ SHVS,Manual,"1,10,103 km",1st Owner,Diesel,KA-05,"12,317/month","6,30,000","Bellahalli, Bengaluru",Bangalore
482,2016 Volkswagen Ameo,HIGHLINE1.5L,Manual,"80,155 km",1st Owner,Diesel,KA-05,"10,772/month","5,51,000","Sonnappanahalli
",Bangalore
483,2018 Mahindra KUV 100 NXT,K8 P 6 STR,Manual,"46,456 km",1st Owner,Petrol,KA-03,"11,828/month","6,05,000","Bellahalli, Bengaluru",Bangalore
484,2014 Maruti Alto 800,LXI,Manual,"28,800 km",1st Owner,Petrol,KA-01,"5,650/month","2,89,000","Horamavu Agara Road, Bengaluru",Bangalore
485,2020 Honda City,1.5L I-VTEC ZX CVT,Automatic,"57,963 km",1st Owner,Petrol,KA-03,"24,820/month","13,04,000","Bellahalli, Bengaluru",Bangalore
486,2015 Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVT,Automatic,"72,097 km",2nd Owner,Petrol,KA-04,"10,010/month","5,12,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
487,2020 Maruti Ciaz,DELTA 1.5 SHVS MT PETROL,Manual,"40,908 km",1st Owner,Petrol,KA-02,"15,703/month","8,25,000","Bellahalli, Bengaluru",Bangalore
488,2017 Honda Jazz,1.2 V MT,Manual,"45,938 km",2nd Owner,Petrol,KA-03,"11,535/month","5,90,000","Bellahalli, Bengaluru",Bangalore
489,2021 Renault Kiger,RXZ CVT 1.0 TURBO,Automatic,"32,302 km",1st Owner,Petrol,KA-51,"18,653/month","9,80,000","Bellahalli, Bengaluru",Bangalore
490,2017 Maruti Celerio,VXI AMT,Automatic,"22,308 km",2nd Owner,Petrol,KA-05,"8,876/month","4,54,000","Horamavu Agara Road, Bengaluru",Bangalore
491,2013 Hyundai Verna,FLUIDIC 1.6 CRDI SX,Manual,"80,192 km",2nd Owner,Diesel,KA-53,"10,655/month","5,45,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
492,2019 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"42,090 km",1st Owner,Petrol,KA-25,"11,222/month","5,74,000","Hosur Road, Singasandra, Bengaluru",Bangalore
493,2016 Honda City,1.5L I-VTEC V MT,Manual,"43,238 km",2nd Owner,Petrol,KA-03,"13,177/month","6,74,000","Bellahalli, Bengaluru",Bangalore
494,2015 Maruti Wagon R 1.0,VXI,Manual,"77,659 km",1st Owner,Petrol,KA-01,"7,273/month","3,72,000","Bellahalli, Bengaluru",Bangalore
495,2021 Honda Jazz,1.2L I-VTEC ZX,Manual,"25,802 km",1st Owner,Petrol,KA-01,"16,046/month","8,43,000","Horamavu Agara Road, Bengaluru",Bangalore
496,2017 Maruti Vitara Brezza,VDI,Manual,"96,567 km",1st Owner,Diesel,DL-1C,"14,526/month","7,43,000","Bellahalli, Bengaluru",Bangalore
497,2017 Honda WR-V,1.2L I-VTEC VX MT,Manual,"40,959 km",1st Owner,Petrol,KA-05,"14,565/month","7,45,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
498,2018 Hyundai Xcent,SX 1.2,Manual,"31,738 km",1st Owner,Petrol,KA-53,"12,473/month","6,38,000","Bellahalli, Bengaluru",Bangalore
499,2016 Hyundai Elite i20,ASTA 1.2 (O),Manual,"17,000 km",1st Owner,Petrol,KA-53,"14,428/month","7,38,000","Sonnappanahalli
",Bangalore
500,2018 Maruti Ciaz,ZETA 1.5 SHVS MT PETROL,Manual,"45,621 km",1st Owner,Petrol,KA-03,"15,399/month","8,09,000","Horamavu Agara Road, Bengaluru",Bangalore
501,2019 Maruti Alto,LXI O,Manual,"41,958 km",1st Owner,Petrol,KA-51,"7,331/month","3,75,000","Bellahalli, Bengaluru",Bangalore
502,2017 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"24,459 km",2nd Owner,Petrol,KA-51,"19,567/month","10,28,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
503,2017 Honda Jazz,1.2L I-VTEC VX,Manual,"60,442 km",2nd Owner,Petrol,KA-05,"10,459/month","5,35,000","Bellahalli, Bengaluru",Bangalore
504,2018 Maruti Swift,ZXI,Manual,"29,767 km",1st Owner,Petrol,KA-02,"13,587/month","6,95,000","GT World Mall, Bengaluru",Bangalore
505,2017 Honda WR-V,1.5L I-DTEC VX MT,Manual,"82,084 km",1st Owner,Diesel,KA-13,"14,115/month","7,22,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
506,2017 Maruti Baleno,ZETA PETROL 1.2,Manual,"80,830 km",1st Owner,Petrol,KA-03,"12,727/month","6,51,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
507,2020 Maruti Ciaz,S 1.5 MT PETROL,Manual,"19,472 km",1st Owner,Petrol,KA-04,"19,339/month","10,16,000","Bellahalli, Bengaluru",Bangalore
508,2010 Maruti Alto K10,LXI,Manual,"38,144 km",2nd Owner,Petrol,KA-41,"4,399/month","2,25,000","Hosur Road, Singasandra, Bengaluru",Bangalore
509,2015 Honda City,1.5L I-VTEC VX,Manual,"51,947 km",2nd Owner,Petrol,KA-05,"13,646/month","6,98,000","Bellahalli, Bengaluru",Bangalore
510,2016 Maruti Baleno,ALPHA PETROL 1.2,Manual,"79,415 km",1st Owner,Petrol,KA-53,"12,121/month","6,20,000","GT World Mall, Bengaluru",Bangalore
511,2017 Honda City,VX MT DIESEL,Manual,"59,373 km",1st Owner,Diesel,KA-04,"18,349/month","9,64,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
512,2017 Maruti Baleno,DELTA PETROL 1.2,Manual,"45,681 km",1st Owner,Petrol,KA-51,"12,532/month","6,41,000","Bellahalli, Bengaluru",Bangalore
513,2019 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"25,893 km",1st Owner,Petrol,KA-01,"15,399/month","8,09,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
514,2020 Renault Kwid,RXT 1.0 AMT (O),Automatic,"37,880 km",1st Owner,Petrol,KA-41,"10,694/month","5,47,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
515,2017 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"74,511 km",3rd Owner,Petrol,KA-03,"18,501/month","9,72,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
516,2019 Mahindra XUV 3OO,W8 (O) 1.2 PETROL,Manual,"57,202 km",1st Owner,Petrol,KA-05,"17,607/month","9,25,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
517,2020 Renault Kwid,CLIMBER 1.0 AMT (O),Automatic,"7,390 km",1st Owner,Petrol,KA-01,"10,616/month","5,43,000","Bellahalli, Bengaluru",Bangalore
518,2020 Renault Kwid,RXT 1.0 AMT (O),Automatic,"42,061 km",2nd Owner,Petrol,KA-19,"9,286/month","4,75,000","GT World Mall, Bengaluru",Bangalore
519,2017 Maruti IGNIS,ZETA 1.2 AMT,Automatic,"47,488 km",2nd Owner,Petrol,KA-04,"10,889/month","5,57,000","Bellahalli, Bengaluru",Bangalore
520,2017 Hyundai Creta,SX PLUS AT 1.6 PETROL,Automatic,"50,508 km",2nd Owner,Petrol,KA-03,"19,224/month","10,10,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
521,2018 Honda Amaze,1.2L I-VTEC V CVT,Automatic,"29,256 km",1st Owner,Petrol,KA-01,"14,428/month","7,38,000","Bellahalli, Bengaluru",Bangalore
522,2022 Skoda SLAVIA,AMBITION 1.0L TSI AT,Automatic,"11,522 km",1st Owner,Petrol,KA-03,"27,828/month","14,62,000","Horamavu Agara Road, Bengaluru",Bangalore
523,2021 Tata NEXON,XZ PLUS (HS) PETROL,Manual,"43,294 km",1st Owner,Petrol,KA-05,"20,062/month","10,54,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
524,2013 Maruti Swift,VXI,Manual,"32,993 km",1st Owner,Petrol,KA-05,"9,814/month","5,02,000","Horamavu Agara Road, Bengaluru",Bangalore
525,2014 Maruti Celerio,VXI AMT,Automatic,"6,726 km",1st Owner,Petrol,KA-05,"8,895/month","4,55,000","Bellahalli, Bengaluru",Bangalore
526,2010 Maruti Wagon R 1.0,VXI,Manual,"35,969 km",2nd Owner,Petrol,KA-53,"5,846/month","2,99,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
527,2021 Renault Kwid,RXL 1.0 AMT,Automatic,"23,628 km",1st Owner,Petrol,KA-09,"10,068/month","5,15,000","Horamavu Agara Road, Bengaluru",Bangalore
528,2018 Renault Captur,RXT Diesel Dual Tone,Manual,"38,199 km",2nd Owner,Diesel,KA-53,"16,541/month","8,69,000","Bellahalli, Bengaluru",Bangalore
529,2012 Hyundai i20,ASTA 1.2,Manual,"44,326 km",1st Owner,Petrol,KA-04,"9,462/month","4,84,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
530,2021 Renault Kwid,RXT 1.0 AMT (O),Automatic,"26,755 km",1st Owner,Petrol,KA-19,"10,518/month","5,38,000","Horamavu Agara Road, Bengaluru",Bangalore
531,2014 Maruti Swift,VXI,Manual,"56,661 km",1st Owner,Petrol,KA-05,"10,068/month","5,15,000","Horamavu Agara Road, Bengaluru",Bangalore
532,2015 Maruti Alto K10,VXI,Manual,"46,720 km",2nd Owner,Petrol,KA-03,"6,158/month","3,15,000","Hosur Road, Singasandra, Bengaluru",Bangalore
533,2020 Hyundai GRAND I10 NIOS,ASTA 1.2 KAPPA VTVT,Manual,"15,361 km",2nd Owner,Petrol,KA-02,"13,705/month","7,01,000","Bellahalli, Bengaluru",Bangalore
534,2016 Volkswagen Vento,HIGHLINE PETROL AT,Automatic,"71,642 km",1st Owner,Petrol,KA-03,"13,568/month","6,94,000","GT World Mall, Bengaluru",Bangalore
535,2013 Honda Brio,S MT,Manual,"81,100 km",2nd Owner,Petrol,KA-51,"6,178/month","3,16,000","Bellahalli, Bengaluru",Bangalore
536,2019 Hyundai VENUE,SX PLUS 1.0 TURBO DCT,Automatic,"95,880 km",1st Owner,Petrol,KA-05,"18,691/month","9,82,000","GT World Mall, Bengaluru",Bangalore
537,2016 Maruti Swift Dzire,VDI ABS,Manual,"52,030 km",1st Owner,Diesel,KA-06,"14,311/month","7,32,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
538,2017 Hyundai Grand i10,SPORTZ (O) 1.2 KAPPA VTVT,Manual,"65,730 km",2nd Owner,Petrol,KA-06,"10,244/month","5,24,000","Horamavu Agara Road, Bengaluru",Bangalore
539,2016 Ford Ecosport,TITANIUM 1.5L PETROL,Manual,"19,397 km",2nd Owner,Petrol,KA-03,"13,411/month","6,86,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
540,2018 Maruti Vitara Brezza,ZDI PLUS AT DUAL TONE,Automatic,"72,152 km",2nd Owner,Diesel,KA-30,"17,321/month","9,10,000","Bellahalli, Bengaluru",Bangalore
541,2016 Hyundai Elite i20,MAGNA 1.2,Manual,"14,516 km",1st Owner,Petrol,KA-51,"12,844/month","6,57,000","Bellahalli, Bengaluru",Bangalore
542,2016 Hyundai Elite i20,ASTA 1.2,Manual,"46,431 km",1st Owner,Petrol,KA-51,"13,822/month","7,07,000","Horamavu Agara Road, Bengaluru",Bangalore
543,2015 Maruti Swift,VXI,Manual,"52,486 km",2nd Owner,Petrol,KA-35,"9,873/month","5,05,000","Bellahalli, Bengaluru",Bangalore
544,2020 Tata NEXON,XZA PLUS PETROL,Automatic,"34,437 km",1st Owner,Petrol,KA-05,"19,091/month","10,03,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
545,2017 Renault Kwid,RXT 1.0,Manual,"64,024 km",1st Owner,Petrol,KA-02,"7,312/month","3,74,000","Sonnappanahalli
",Bangalore
546,2018 Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,"40,769 km",1st Owner,Petrol,KA-03,"10,577/month","5,41,000","Bellahalli, Bengaluru",Bangalore
547,2017 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"11,268 km",2nd Owner,Petrol,KA-53,"12,356/month","6,32,000","Sonnappanahalli
",Bangalore
548,2017 Mahindra XUV500,W10 AT FWD,Automatic,"66,971 km",1st Owner,Diesel,KA-05,"27,181/month","14,28,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
549,2015 Maruti Swift,VXI,Manual,"29,289 km",1st Owner,Petrol,KA-03,"11,085/month","5,67,000","Horamavu Agara Road, Bengaluru",Bangalore
550,2021 Renault Kiger,RXZ 1.0 MT,Manual,"14,463 km",1st Owner,Petrol,KA-03,"17,188/month","9,03,000","Bellahalli, Bengaluru",Bangalore
551,2016 Maruti Ciaz,ZDI SHVS,Manual,"48,096 km",1st Owner,Diesel,KA-50,"14,017/month","7,17,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
552,2015 Honda City,1.5L I-VTEC VX CVT,Automatic,"43,358 km",2nd Owner,Petrol,KA-01,"14,682/month","7,51,000","Bellahalli, Bengaluru",Bangalore
553,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"65,532 km",2nd Owner,Petrol,KA-03,"8,289/month","4,24,000","Bellahalli, Bengaluru",Bangalore
554,2014 Maruti Swift,VXI,Manual,"51,489 km",1st Owner,Petrol,KA-03,"9,775/month","5,00,000","Hosur Road, Singasandra, Bengaluru",Bangalore
555,2015 Maruti Wagon R 1.0,VXI,Manual,"37,083 km",1st Owner,Petrol,KA-51,"7,801/month","3,99,000","Horamavu Agara Road, Bengaluru",Bangalore
556,2016 Maruti Ciaz,ZDI SHVS,Manual,"1,16,737 km",1st Owner,Diesel,KA-51,"11,965/month","6,12,000","Bellahalli, Bengaluru",Bangalore
557,2013 Maruti Swift,ZXI,Manual,"57,770 km",1st Owner,Petrol,KA-05,"10,127/month","5,18,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
558,2016 Hyundai Creta,SX PLUS 1.6 PETROL,Manual,"81,853 km",2nd Owner,Petrol,KA-01,"17,150/month","9,01,000","Bellahalli, Bengaluru",Bangalore
559,2016 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"63,284 km",1st Owner,Petrol,KA-01,"8,934/month","4,57,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
560,2020 Maruti IGNIS,ZETA 1.2,Manual,"56,218 km",1st Owner,Petrol,KA-51,"11,554/month","5,91,000","Bellahalli, Bengaluru",Bangalore
561,2016 Hyundai Elite i20,ASTA 1.2,Manual,"31,983 km",1st Owner,Petrol,KA-05,"14,096/month","7,21,000","Sonnappanahalli
",Bangalore
562,2018 Honda City,1.5L I-VTEC VX,Manual,"31,862 km",2nd Owner,Petrol,KA-53,"16,484/month","8,66,000","Bellahalli, Bengaluru",Bangalore
563,2020 Ford Ecosport,TITANIUM + 1.5L PETROL,Manual,"14,618 km",1st Owner,Petrol,KA-02,"18,273/month","9,60,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
564,2014 Maruti Swift,VXI,Manual,"58,358 km",1st Owner,Petrol,KA-19,"9,169/month","4,69,000","Bellahalli, Bengaluru",Bangalore
565,2015 Maruti Celerio,VXI AMT,Automatic,"36,209 km",2nd Owner,Petrol,KA-05,"8,309/month","4,25,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
566,2018 Honda City,1.5L I-VTEC ZX CVT,Automatic,"68,906 km",2nd Owner,Petrol,KA-04,"19,358/month","10,17,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
567,2015 Hyundai Grand i10,ASTA AT 1.2 KAPPA VTVT,Automatic,"56,719 km",2nd Owner,Petrol,KA-04,"9,208/month","4,71,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
568,2017 Maruti IGNIS,ZETA 1.2 AMT,Automatic,"73,927 km",1st Owner,Petrol,KA-03,"10,068/month","5,15,000","Bellahalli, Bengaluru",Bangalore
569,2018 Honda City,1.5L I-VTEC ZX CVT,Automatic,"41,462 km",1st Owner,Petrol,KA-01,"19,262/month","10,12,000","GT World Mall, Bengaluru",Bangalore
570,2019 Ford Ecosport,TITANIUM 1.5L SIGNATURE EDITION (SUNROOF) PETROL,Manual,"25,007 km",2nd Owner,Petrol,KA-01,"18,235/month","9,58,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
571,2020 Hyundai GRAND I10 NIOS,Asta Petrol,Manual,"79,978 km",1st Owner,Petrol,KA-51,"12,453/month","6,37,000","Bellahalli, Bengaluru",Bangalore
572,2018 Maruti Dzire,ZXI PLUS AMT,Automatic,"22,528 km",2nd Owner,Petrol,KA-01,"13,431/month","6,87,000","Bellahalli, Bengaluru",Bangalore
573,2016 Volkswagen Vento,HIGHLINE PETROL AT,Automatic,"50,816 km",2nd Owner,Petrol,KA-09,"14,780/month","7,56,000","GT World Mall, Bengaluru",Bangalore
574,2019 Renault Kwid,RXT 1.0 (O),Manual,"18,305 km",1st Owner,Petrol,KA-03,"9,208/month","4,71,000","Horamavu Agara Road, Bengaluru",Bangalore
575,2021 Renault Kwid,1.0 CLIMBER OPT,Manual,"11,389 km",1st Owner,Petrol,KA-04,"10,088/month","5,16,000","Bellahalli, Bengaluru",Bangalore
576,2014 Renault Duster,110 PS RXZ 4X4 MT DIESEL,Manual,"1,06,334 km",1st Owner,Diesel,KA-03,"13,314/month","6,81,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
577,2020 Hyundai GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,"23,056 km",1st Owner,Petrol,KA-03,"14,252/month","7,29,000","Bellahalli, Bengaluru",Bangalore
578,2012 Hyundai i20,SPORTZ 1.2,Manual,"67,444 km",1st Owner,Petrol,KA-02,"8,250/month","4,22,000","Bellahalli, Bengaluru",Bangalore
579,2016 Honda City,1.5L I-VTEC VX CVT,Automatic,"41,138 km",1st Owner,Petrol,KA-01,"15,542/month","7,95,000","Bellahalli, Bengaluru",Bangalore
580,2015 Maruti Swift,VXI,Manual,"57,604 km",1st Owner,Petrol,KA-51,"10,147/month","5,19,000","Horamavu Agara Road, Bengaluru",Bangalore
581,2022 Tata NEXON,XZ PLUS (O) PETROL,Manual,"8,660 km",2nd Owner,Petrol,KA-51,"22,746/month","11,95,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
582,2015 Maruti Swift,VXI,Manual,"76,485 km",1st Owner,Petrol,KA-53,"10,107/month","5,17,000","Bellahalli, Bengaluru",Bangalore
583,2010 Hyundai i10,MAGNA 1.2,Manual,"54,998 km",1st Owner,Petrol,KA-51,"5,533/month","2,83,000","Bellahalli, Bengaluru",Bangalore
584,2017 Maruti Baleno,ZETA CVT PETROL 1.2,Automatic,"52,659 km",1st Owner,Petrol,KA-03,"12,590/month","6,44,000","GT World Mall, Bengaluru",Bangalore
585,2016 Maruti Baleno,ZETA PETROL 1.2,Manual,"22,199 km",1st Owner,Petrol,KA-03,"13,001/month","6,65,000","Bellahalli, Bengaluru",Bangalore
586,2020 Tata Tiago,XZ PLUS DUAL TONE PETROL,Manual,"35,383 km",1st Owner,Petrol,KA-53,"13,060/month","6,68,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
587,2019 Ford Ecosport,TITANIUM + 1.5L DIESEL,Manual,"63,133 km",1st Owner,Diesel,KA-05,"17,416/month","9,15,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
588,2012 Hyundai Verna,FLUIDIC 1.6 VTVT SX,Manual,"46,123 km",1st Owner,Petrol,KA-05,"10,107/month","5,17,000","Sonnappanahalli
",Bangalore
589,2018 Maruti Swift,ZDI AMT,Automatic,"70,690 km",1st Owner,Diesel,KA-09,"13,685/month","7,00,000","Bellahalli, Bengaluru",Bangalore
590,2020 Tata Tiago,XZA PLUS DUAL TONE PETROL,Automatic,"26,591 km",1st Owner,Petrol,KA-53,"13,939/month","7,13,000","Horamavu Agara Road, Bengaluru",Bangalore
591,2021 Maruti IGNIS,ALPHA 1.2 K12,Manual,"31,530 km",1st Owner,Petrol,KA-63,"13,020/month","6,66,000","Bellahalli, Bengaluru",Bangalore
592,2021 Tata NEXON,XZA PLUS DIESEL,Automatic,"10,391 km",1st Owner,Diesel,KA-47,"23,488/month","12,34,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
593,2018 Hyundai Grand i10,SPORTZ AT 1.2 KAPPA VTVT,Automatic,"53,576 km",1st Owner,Petrol,KA-01,"12,102/month","6,19,000","Horamavu Agara Road, Bengaluru",Bangalore
594,2020 Tata Tiago,XZ PETROL,Manual,"24,357 km",1st Owner,Petrol,KA-05,"12,727/month","6,51,000","Horamavu Agara Road, Bengaluru",Bangalore
595,2019 Hyundai Grand i10,SPORTZ 1.2 KAPPA VTVT,Manual,"42,976 km",1st Owner,Petrol,KA-04,"11,280/month","5,77,000","Bellahalli, Bengaluru",Bangalore
596,2022 Mahindra XUV 3OO,W6 1.2 PETROL AMT,Automatic,"6,625 km",1st Owner,Petrol,KA-21,"21,071/month","11,07,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
597,2020 Hyundai AURA,SX PLUS 1.2 AMT,Automatic,"23,583 km",1st Owner,Petrol,KA-41,"15,425/month","7,89,000","Bellahalli, Bengaluru",Bangalore
598,2020 Honda City,1.5L I-VTEC VX CVT,Automatic,"29,708 km",1st Owner,Petrol,KA-50,"25,658/month","13,48,000","Horamavu Agara Road, Bengaluru",Bangalore
599,2016 Maruti Alto K10,VXI,Manual,"81,210 km",2nd Owner,Petrol,KA-09,"6,217/month","3,18,000","Bellahalli, Bengaluru",Bangalore
600,2016 Maruti Celerio,VXI AMT (O),Automatic,"66,596 km",1st Owner,Petrol,KA-05,"9,149/month","4,68,000","Whitefield Main Road, Bhoruka Tech Park, Benga...",Bangalore
601,2017 Honda WR-V,1.5L I-DTEC VX MT,Manual,"62,997 km",1st Owner,Diesel,KA-53,"15,366/month","7,86,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
602,2010 Maruti Ritz,VXI,Manual,"73,340 km",1st Owner,Petrol,KA-05,"6,334/month","3,24,000","Horamavu Agara Road, Bengaluru",Bangalore
603,2021 Renault Kiger,RXZ CVT 1.0 TURBO DUAL TONE,Automatic,"21,929 km",2nd Owner,Petrol,KA-51,"17,264/month","9,07,000","Hosur Road, Singasandra, Bengaluru",Bangalore
604,2014 Hyundai i20,ASTA 1.2,Manual,"34,836 km",2nd Owner,Petrol,KA-01,"10,088/month","5,16,000","Hosur Road, Singasandra, Bengaluru",Bangalore
605,2019 Renault Kwid,RXT 1.0 AMT (O),Automatic,"23,439 km",1st Owner,Petrol,KA-05,"9,443/month","4,83,000","Bellahalli, Bengaluru",Bangalore
606,2013 Honda Amaze,1.5L I-DTEC VX,Manual,"86,176 km",1st Owner,Diesel,KA-41,"8,563/month","4,38,000","Sonnappanahalli
",Bangalore
607,2018 Hyundai Grand i10,ASTA 1.2 KAPPA VTVT,Manual,"7,773 km",1st Owner,Petrol,KA-51,"12,453/month","6,37,000","GT World Mall, Bengaluru",Bangalore
608,2019 Hyundai GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,"28,315 km",1st Owner,Petrol,KA-41,"13,372/month","6,84,000","Sonnappanahalli
",Bangalore
609,2021 Renault Kiger,RXZ CVT 1.0 TURBO DUAL TONE,Automatic,"14,608 km",1st Owner,Petrol,KA-04,"18,273/month","9,60,000","Bellahalli, Bengaluru",Bangalore
610,2019 Maruti Swift,ZXI,Manual,"47,296 km",1st Owner,Petrol,KA-01,"13,314/month","6,81,000","Bellahalli, Bengaluru",Bangalore
611,2020 Maruti Celerio,ZXI (O),Manual,"36,085 km",2nd Owner,Petrol,KA-51,"10,401/month","5,32,000","Bellahalli, Bengaluru",Bangalore
612,2019 Maruti Swift,VXI,Manual,"57,265 km",1st Owner,Petrol,KA-19,"12,317/month","6,30,000","Horamavu Agara Road, Bengaluru",Bangalore
613,2017 Maruti Alto 800,VXI,Manual,"26,215 km",1st Owner,Petrol,KA-51,"6,471/month","3,31,000","Bellahalli, Bengaluru",Bangalore
614,2016 Honda Jazz,1.2L I-VTEC S AT,Automatic,"60,223 km",2nd Owner,Petrol,KA-03,"11,241/month","5,75,000","Hosur Road, Singasandra, Bengaluru",Bangalore
615,2022 Toyota URBAN CRUISER,PREMIUM GRADE AT,Automatic,"9,428 km",1st Owner,Petrol,KA-09,"23,164/month","12,17,000","Garuda Mall, Magrath Road, Bengaluru",Bangalore
